Order Number,Order Date,Item Name,Quantity,Product Price,Total products
16118,08/03/2019,Plain Papadum,2,$0.80,6
16118,08/03/2019,King Prawn Balti,1,$12.95,6
16118,08/03/2019,Garlic Naan,1,$2.95,6
16118,08/03/2019,Mushroom Rice,1,$3.95,6
16118,08/03/2019,Paneer Tikka Masala,1,$8.95,6
16118,08/03/2019,Mango Chutney,1,$0.50,6
16117,08/03/2019,Plain Naan,1,$2.60,7
16117,08/03/2019,Mushroom Rice,1,$3.95,7
16117,08/03/2019,Tandoori Chicken (1/4),1,$4.95,7
16117,08/03/2019,Vindaloo - Lamb,1,$7.95,7
16117,08/03/2019,Chapati,1,$1.95,7
16117,08/03/2019,Lamb Tikka,1,$4.95,7
16117,08/03/2019,Saag Paneer,1,$5.95,7
16116,08/03/2019,Aloo Chaat,1,$4.95,5
16116,08/03/2019,Chicken Pakora,1,$5.95,5
16116,08/03/2019,Chicken Chilli Garlic,1,$9.95,5
16116,08/03/2019,Lamb Biryani,1,$9.95,5
16116,08/03/2019,Keema Naan,1,$2.95,5
16115,08/03/2019,Chicken Pakora,1,$5.95,7
16115,08/03/2019,Plain Papadum,1,$0.80,7
16115,08/03/2019,Mango Chutney,1,$0.50,7
16115,08/03/2019,Red Sauce,1,$0.50,7
16115,08/03/2019,Korma - Prawn,1,$9.95,7
16115,08/03/2019,Peshwari Naan,1,$2.95,7
16115,08/03/2019,Pilau Rice,1,$2.95,7
16114,08/03/2019,Chicken Balti,1,$9.95,2
16114,08/03/2019,Special Fried Rice,2,$3.95,2
16113,08/03/2019,Chicken Tikka Masala,1,$8.95,5
16113,08/03/2019,Curry - Lamb,1,$7.95,5
16113,08/03/2019,Pilau Rice,1,$2.95,5
16113,08/03/2019,Peshwari Naan,1,$2.95,5
16113,08/03/2019,Plain Papadum,1,$0.80,5
16112,08/03/2019,Plain Papadum,2,$0.80,4
16112,08/03/2019,Vegetable Rice,1,$3.95,4
16112,08/03/2019,Saag - Prawn,1,$9.95,4
16112,08/03/2019,Tandoori Chicken Masala,1,$8.95,4
16111,08/03/2019,Pilau Rice,1,$2.95,4
16111,08/03/2019,Lamb Tikka Chilli Masala,1,$8.95,4
16111,08/03/2019,Peshwari Naan,1,$2.95,4
16111,08/03/2019,Saag Aloo,1,$5.95,4
16110,08/03/2019,Aloo Gobi,1,$5.95,8
16110,08/03/2019,Bhindi Bhajee,1,$5.95,8
16110,08/03/2019,Saag Paneer,1,$5.95,8
16110,08/03/2019,Mint Sauce,2,$0.50,8
16110,08/03/2019,Chicken Biryani,1,$9.95,8
16110,08/03/2019,Garlic Naan,1,$2.95,8
16110,08/03/2019,Plain Naan,1,$2.60,8
16110,08/03/2019,Tandoori Chicken Masala,1,$8.95,8
16109,08/03/2019,Plain Papadum,4,$0.80,7
16109,08/03/2019,Red Sauce,2,$0.50,7
16109,08/03/2019,Chicken Tikka Masala,1,$8.95,7
16109,08/03/2019,Madras - Chicken Tikka,1,$7.95,7
16109,08/03/2019,Mushroom Rice,2,$3.95,7
16109,08/03/2019,Garlic Naan,1,$2.95,7
16109,08/03/2019,Bombay Aloo,1,$5.95,7
16108,08/03/2019,Onion Bhajee,1,$3.95,15
16108,08/03/2019,Sheek Kebab,1,$4.95,15
16108,08/03/2019,Plain Papadum,8,$0.80,15
16108,08/03/2019,Mango Chutney,2,$0.50,15
16108,08/03/2019,Mint Sauce,2,$0.50,15
16108,08/03/2019,Onion Chutney,1,$0.50,15
16108,08/03/2019,Chicken Tikka (Main),1,$8.95,15
16108,08/03/2019,Korma - Chicken,1,$8.95,15
16108,08/03/2019,Chicken Tikka Masala,1,$8.95,15
16108,08/03/2019,Plain Rice,1,$2.95,15
16108,08/03/2019,Pilau Rice,1,$2.95,15
16108,08/03/2019,Keema Naan,2,$2.95,15
16108,08/03/2019,French Fries,1,$3.95,15
16108,08/03/2019,Chicken Biryani,1,$9.95,15
16108,08/03/2019,Mushroom Rice,1,$3.95,15
16107,08/03/2019,Onion Bhajee,1,$3.95,4
16107,08/03/2019,Korma - Chicken,1,$8.95,4
16107,08/03/2019,Peshwari Naan,1,$2.95,4
16107,08/03/2019,Pilau Rice,1,$2.95,4
16106,08/03/2019,Chicken Tikka (Main),1,$8.95,3
16106,08/03/2019,Chicken Tikka Masala,1,$8.95,3
16106,08/03/2019,Meat Samosa,1,$3.95,3
16105,08/03/2019,Plain Papadum,2,$0.80,9
16105,08/03/2019,Mango Chutney,1,$0.50,9
16105,08/03/2019,Mint Sauce,1,$0.50,9
16105,08/03/2019,Red Sauce,1,$0.50,9
16105,08/03/2019,Keema Rice,1,$3.95,9
16105,08/03/2019,Keema Naan,1,$2.95,9
16105,08/03/2019,Chicken Chilli Garlic,1,$9.95,9
16105,08/03/2019,Lamb Hari Mirch,1,$9.95,9
16105,08/03/2019,Mushroom Bhajee,1,$5.95,9
16104,08/03/2019,Curry - Chicken,1,$7.95,4
16104,08/03/2019,Bombay Aloo,1,$5.95,4
16104,08/03/2019,Plain Naan,1,$2.60,4
16104,08/03/2019,Vegetable Rice,1,$3.95,4
16103,08/03/2019,Chicken Tikka Biryani,1,$10.95,2
16103,08/03/2019,Mixed Starter,1,$5.95,2
16102,08/03/2019,Onion Bhajee,1,$3.95,4
16102,08/03/2019,Chicken Tikka Biryani,1,$10.95,4
16102,08/03/2019,Bhuna - Chicken Tikka,1,$8.95,4
16102,08/03/2019,Mushroom Rice,1,$3.95,4
16101,08/03/2019,Keema Rice,1,$3.95,3
16101,08/03/2019,Madras - Lamb,1,$7.95,3
16101,08/03/2019,Bombay Aloo,1,$5.95,3
16100,08/03/2019,Masala Sauce,1,$3.95,9
16100,08/03/2019,Mushroom Rice,1,$3.95,9
16100,08/03/2019,Bottle Coke,1,$2.95,9
16100,08/03/2019,Peshwari Naan,1,$2.95,9
16100,08/03/2019,Tandoori Mixed Grill,2,$11.95,9
16100,08/03/2019,Plain Papadum,3,$0.80,9
16100,08/03/2019,Mint Sauce,1,$0.50,9
16100,08/03/2019,Mango Chutney,1,$0.50,9
16100,08/03/2019,Korma Sauce,1,$3.95,9
16099,08/03/2019,Pathia - Prawn,1,$9.95,5
16099,08/03/2019,Chicken Biryani,1,$9.95,5
16099,08/03/2019,Peshwari Naan,2,$2.95,5
16099,08/03/2019,Plain Papadum,1,$0.80,5
16099,08/03/2019,Mint Sauce,1,$0.50,5
16098,08/03/2019,Chicken Tikka Jalfrezi,1,$8.95,6
16098,08/03/2019,Bhuna - Lamb,1,$8.95,6
16098,08/03/2019,Special Fried Rice,2,$3.95,6
16098,08/03/2019,Peshwari Naan,1,$2.95,6
16098,08/03/2019,Aloo Gobi,1,$5.95,6
16098,08/03/2019,Chicken Tikka Masala,1,$8.95,6
16097,08/03/2019,Meat Samosa,1,$3.95,9
16097,08/03/2019,Mixed Vegetable Curry,1,$5.95,9
16097,08/03/2019,Dupiaza - Lamb,1,$8.95,9
16097,08/03/2019,Lemon Rice,1,$3.95,9
16097,08/03/2019,Methi - Lamb,1,$8.95,9
16097,08/03/2019,Pilau Rice,1,$2.95,9
16097,08/03/2019,Garlic Naan,1,$2.95,9
16097,08/03/2019,Onion Bhajee,1,$3.95,9
16097,08/03/2019,Spicy Papadum,1,$0.80,9
16096,08/03/2019,Plain Naan,1,$2.60,5
16096,08/03/2019,Pilau Rice,1,$2.95,5
16096,08/03/2019,Chicken Tikka Masala,1,$8.95,5
16096,08/03/2019,Bhuna - Lamb,1,$8.95,5
16096,08/03/2019,Plain Papadum,2,$0.80,5
16095,08/03/2019,Lamb Biryani,1,$9.95,2
16095,08/03/2019,Plain Naan,2,$2.60,2
16094,08/02/2019,Lamb Tikka,1,$4.95,9
16094,08/02/2019,Onion Bhajee,1,$3.95,9
16094,08/02/2019,Saag Paneer,1,$5.95,9
16094,08/02/2019,Chicken Tikka Masala,1,$8.95,9
16094,08/02/2019,Keema Rice,1,$3.95,9
16094,08/02/2019,Rogon - Lamb,1,$8.95,9
16094,08/02/2019,Chicken Tikka Karahi,1,$9.95,9
16094,08/02/2019,Pilau Rice,1,$2.95,9
16094,08/02/2019,Bombay Aloo,1,$5.95,9
16093,08/02/2019,Onion Bhajee,1,$3.95,6
16093,08/02/2019,French Fries,1,$3.95,6
16093,08/02/2019,Chicken Tikka Masala,1,$8.95,6
16093,08/02/2019,Korma - Chicken,1,$8.95,6
16093,08/02/2019,Plain Naan,1,$2.60,6
16093,08/02/2019,Pilau Rice,1,$2.95,6
16092,08/02/2019,Aloo Chaat,1,$4.95,5
16092,08/02/2019,Chicken Tikka Masala,1,$8.95,5
16092,08/02/2019,Garlic Naan,1,$2.95,5
16092,08/02/2019,Pilau Rice,1,$2.95,5
16092,08/02/2019,Bhuna - Chicken,1,$8.95,5
16091,08/02/2019,Plain Papadum,3,$0.80,5
16091,08/02/2019,Lemon Rice,1,$3.95,5
16091,08/02/2019,Lamb Mysore,1,$9.95,5
16091,08/02/2019,Dhansak - Chicken,1,$8.95,5
16091,08/02/2019,Chapati,1,$1.95,5
16090,08/02/2019,Lamb Biryani,2,$9.95,2
16090,08/02/2019,Peshwari Naan,1,$2.95,2
16089,08/02/2019,Onion Bhajee,1,$3.95,21
16089,08/02/2019,Aloo Gobi,1,$5.95,21
16089,08/02/2019,Chicken Biryani,1,$9.95,21
16089,08/02/2019,Madras - Chicken,1,$7.95,21
16089,08/02/2019,Korma - Chicken,1,$8.95,21
16089,08/02/2019,Chicken Balti,1,$9.95,21
16089,08/02/2019,Chicken Tikka Chilli Masala,1,$8.95,21
16089,08/02/2019,Lal Mirch Chicken,1,$9.95,21
16089,08/02/2019,Korma - Prawn,1,$9.95,21
16089,08/02/2019,Korma - King Prawn,1,$12.95,21
16089,08/02/2019,Plain Rice,1,$2.95,21
16089,08/02/2019,Mushroom Rice,2,$3.95,21
16089,08/02/2019,Garlic Naan,1,$2.95,21
16089,08/02/2019,Keema Naan,1,$2.95,21
16089,08/02/2019,Peshwari Naan,1,$2.95,21
16089,08/02/2019,Plain Papadum,10,$0.80,21
16089,08/02/2019,Spicy Papadum,2,$0.80,21
16089,08/02/2019,Mango Chutney,2,$0.50,21
16089,08/02/2019,Onion Chutney,6,$0.50,21
16089,08/02/2019,Red Sauce,4,$0.50,21
16089,08/02/2019,Mint Sauce,2,$0.50,21
16088,08/02/2019,Vindaloo - Chicken,1,$7.95,7
16088,08/02/2019,Madras - Chicken Tikka,1,$7.95,7
16088,08/02/2019,Plain Rice,2,$2.95,7
16088,08/02/2019,Plain Naan,2,$2.60,7
16088,08/02/2019,Madras - Chicken,1,$7.95,7
16088,08/02/2019,Plain Papadum,4,$0.80,7
16088,08/02/2019,Bombay Aloo,1,$5.95,7
16087,08/02/2019,Chicken Tikka Jalfrezi,1,$8.95,5
16087,08/02/2019,Pilau Rice,1,$2.95,5
16087,08/02/2019,Plain Papadum,2,$0.80,5
16087,08/02/2019,Spicy Papadum,1,$0.80,5
16087,08/02/2019,Vindaloo Sauce,1,$3.95,5
16086,08/02/2019,Onion Bhajee,1,$3.95,8
16086,08/02/2019,Mango Chutney,1,$0.50,8
16086,08/02/2019,Meat Samosa,1,$3.95,8
16086,08/02/2019,Chicken Pakora,1,$5.95,8
16086,08/02/2019,Lamb Biryani,1,$9.95,8
16086,08/02/2019,Chicken Biryani,1,$9.95,8
16086,08/02/2019,Chicken Tikka Biryani,1,$10.95,8
16086,08/02/2019,Aloo Gobi,1,$5.95,8
16085,08/02/2019,Chicken Tikka Jalfrezi,1,$8.95,7
16085,08/02/2019,Bombay Aloo,1,$5.95,7
16085,08/02/2019,Chana Masala,1,$5.95,7
16085,08/02/2019,Dupiaza - Chicken,1,$8.95,7
16085,08/02/2019,Keema Naan,1,$2.95,7
16085,08/02/2019,Pilau Rice,1,$2.95,7
16085,08/02/2019,Mushroom Rice,1,$3.95,7
16084,08/02/2019,Muttar Paneer,1,$5.95,4
16084,08/02/2019,Garlic Naan,1,$2.95,4
16084,08/02/2019,Mushroom Rice,1,$3.95,4
16084,08/02/2019,Plain Naan,1,$2.60,4
16083,08/02/2019,Chicken Tikka (Main),2,$8.95,15
16083,08/02/2019,Tandoori Mixed Grill,1,$11.95,15
16083,08/02/2019,Chicken Tikka Masala,1,$8.95,15
16083,08/02/2019,Curry - Chicken,1,$7.95,15
16083,08/02/2019,Bombay Aloo,2,$5.95,15
16083,08/02/2019,Muttar Paneer,1,$5.95,15
16083,08/02/2019,Plain Naan,4,$2.60,15
16083,08/02/2019,Pilau Rice,4,$2.95,15
16083,08/02/2019,Keema Rice,1,$3.95,15
16083,08/02/2019,Aloo Chaat,1,$4.95,15
16083,08/02/2019,Chicken Balti,1,$9.95,15
16083,08/02/2019,Chicken Shashlick,1,$9.95,15
16083,08/02/2019,Vegetable Balti,1,$9.95,15
16083,08/02/2019,Cauliflower Bhajee,1,$5.95,15
16083,08/02/2019,Vindaloo - Chicken,1,$7.95,15
16082,08/01/2019,Butter Chicken,1,$9.95,2
16082,08/01/2019,Prawn Balti,1,$10.95,2
16081,08/01/2019,Tandoori Chicken Masala,1,$8.95,9
16081,08/01/2019,Curry - Chicken,1,$7.95,9
16081,08/01/2019,Aloo Gobi,1,$5.95,9
16081,08/01/2019,Plain Naan,1,$2.60,9
16081,08/01/2019,Pilau Rice,1,$2.95,9
16081,08/01/2019,Plain Papadum,1,$0.80,9
16081,08/01/2019,Red Sauce,1,$0.50,9
16081,08/01/2019,Mango Chutney,1,$0.50,9
16081,08/01/2019,Mixed Starter,1,$5.95,9
16080,08/01/2019,Madras - Lamb,1,$7.95,6
16080,08/01/2019,Mushroom Rice,1,$3.95,6
16080,08/01/2019,French Fries,1,$3.95,6
16080,08/01/2019,Korma - Chicken,2,$8.95,6
16080,08/01/2019,Plain Naan,1,$2.60,6
16080,08/01/2019,Garlic Naan,1,$2.95,6
16079,08/01/2019,Plain Papadum,4,$0.80,5
16079,08/01/2019,Pathia - Chicken Tikka,2,$8.95,5
16079,08/01/2019,COBRA ( LARGE ),1,$5.95,5
16079,08/01/2019,House white wine 75cl,1,$17.95,5
16079,08/01/2019,Pilau Rice,2,$2.95,5
16078,08/01/2019,Lamb Tikka,1,$4.95,6
16078,08/01/2019,Lime Pickle,1,$0.50,6
16078,08/01/2019,Onion Chutney,1,$0.50,6
16078,08/01/2019,Plain Rice,1,$2.95,6
16078,08/01/2019,King Prawn Shaslick,1,$12.95,6
16078,08/01/2019,COBRA ( LARGE ),2,$5.95,6
16077,08/01/2019,Chicken Tikka Biryani,1,$10.95,3
16077,08/01/2019,Stuffed Paratha,1,$3.95,3
16077,08/01/2019,Meat Samosa,1,$3.95,3
16076,08/01/2019,Plain Rice,1,$2.95,7
16076,08/01/2019,Plain Naan,2,$2.60,7
16076,08/01/2019,Mixed Vegetable Curry,1,$5.95,7
16076,08/01/2019,Aloo Gobi,1,$5.95,7
16076,08/01/2019,Curry Sauce,1,$3.95,7
16076,08/01/2019,Mango Chutney,1,$0.50,7
16076,08/01/2019,Raitha,1,$2.95,7
16075,08/01/2019,Madras - Chicken,1,$7.95,4
16075,08/01/2019,Plain Naan,1,$2.60,4
16075,08/01/2019,Bottle Diet Coke,1,$2.95,4
16075,08/01/2019,Plain Rice,1,$2.95,4
16074,08/01/2019,Bombay Aloo,1,$5.95,4
16074,08/01/2019,Chicken Tikka Jalfrezi,1,$8.95,4
16074,08/01/2019,Mushroom Rice,1,$3.95,4
16074,08/01/2019,Plain Papadum,2,$0.80,4
16073,08/01/2019,Cauliflower Bhajee,1,$5.95,4
16073,08/01/2019,Dhansak - Chicken,1,$8.95,4
16073,08/01/2019,Tarka Dall,2,$5.95,4
16073,08/01/2019,Saag Dall,1,$5.95,4
16072,08/01/2019,Vindaloo - Chicken,2,$7.95,4
16072,08/01/2019,Special Fried Rice,1,$3.95,4
16072,08/01/2019,Plain Naan,1,$2.60,4
16072,08/01/2019,Bombay Aloo,1,$5.95,4
16071,07/31/2019,Lamb Biryani,1,$9.95,4
16071,07/31/2019,Chicken Biryani,1,$9.95,4
16071,07/31/2019,Bombay Aloo,1,$5.95,4
16071,07/31/2019,Peshwari Naan,1,$2.95,4
16069,07/31/2019,Dhansak - Lamb,1,$8.95,4
16069,07/31/2019,Korma - Chicken,1,$8.95,4
16069,07/31/2019,Plain Naan,1,$2.60,4
16069,07/31/2019,Pilau Rice,1,$2.95,4
16068,07/31/2019,Pilau Rice,2,$2.95,4
16068,07/31/2019,Chicken Tikka Masala,2,$8.95,4
16068,07/31/2019,Madras - Chicken Tikka,1,$7.95,4
16068,07/31/2019,Onion Bhajee,2,$3.95,4
16067,07/31/2019,Chicken Tikka Jalfrezi,1,$8.95,4
16067,07/31/2019,Pilau Rice,1,$2.95,4
16067,07/31/2019,Plain Naan,1,$2.60,4
16067,07/31/2019,Green Salad,1,$2.95,4
16066,07/31/2019,Sheek Kebab,1,$4.95,7
16066,07/31/2019,Vegetable Biryani,1,$9.95,7
16066,07/31/2019,Aloo Chaat,1,$4.95,7
16066,07/31/2019,Madras - King Prawn,1,$11.95,7
16066,07/31/2019,Pilau Rice,2,$2.95,7
16066,07/31/2019,Butter Chicken,1,$9.95,7
16066,07/31/2019,Plain Papadum,1,$0.80,7
16065,07/31/2019,Chicken Tikka Masala,1,$8.95,11
16065,07/31/2019,Plain Naan,5,$2.60,11
16065,07/31/2019,Rogon - Chicken,1,$8.95,11
16065,07/31/2019,Chicken Tikka (Main),1,$8.95,11
16065,07/31/2019,Madras - Chicken Tikka,2,$7.95,11
16065,07/31/2019,Garlic Naan,1,$2.95,11
16065,07/31/2019,Bombay Aloo,1,$5.95,11
16065,07/31/2019,Saag Aloo,1,$5.95,11
16065,07/31/2019,French Fries,1,$3.95,11
16065,07/31/2019,Pilau Rice,2,$2.95,11
16065,07/31/2019,Onion Bhajee,3,$3.95,11
16064,07/31/2019,Plain Papadum,4,$0.80,5
16064,07/31/2019,Mint Sauce,1,$0.50,5
16064,07/31/2019,Chicken Tikka Karahi,1,$9.95,5
16064,07/31/2019,Mushroom Bhajee,1,$5.95,5
16064,07/31/2019,Plain Rice,2,$2.95,5
16063,07/31/2019,Chicken Tikka,1,$4.95,4
16063,07/31/2019,Royal Paneer,1,$5.95,4
16063,07/31/2019,Garlic Naan,1,$2.95,4
16063,07/31/2019,Bottle Diet Coke,1,$2.95,4
16062,07/31/2019,Korma - Chicken,1,$8.95,5
16062,07/31/2019,Peshwari Naan,1,$2.95,5
16062,07/31/2019,Lemon Rice,1,$3.95,5
16062,07/31/2019,Mushroom Rice,1,$3.95,5
16062,07/31/2019,Lamb Sylhet,1,$9.95,5
16061,07/31/2019,Spicy Papadum,2,$0.80,5
16061,07/31/2019,Red Sauce,1,$0.50,5
16061,07/31/2019,Plain Rice,1,$2.95,5
16061,07/31/2019,Dupiaza - Chicken Tikka,1,$8.95,5
16061,07/31/2019,Chapati,1,$1.95,5
16060,07/31/2019,Saag - Chicken,1,$8.95,3
16060,07/31/2019,Saag Paneer,1,$5.95,3
16060,07/31/2019,Saag Rice,1,$3.95,3
16059,07/31/2019,Sheek Kebab,1,$4.95,6
16059,07/31/2019,Plain Papadum,3,$0.80,6
16059,07/31/2019,Lamb Tikka Masala,1,$8.95,6
16059,07/31/2019,Pilau Rice,1,$2.95,6
16059,07/31/2019,Keema Naan,1,$2.95,6
16059,07/31/2019,French Fries,1,$3.95,6
16058,07/31/2019,Keema Rice,1,$3.95,3
16058,07/31/2019,Bombay Aloo,1,$5.95,3
16058,07/31/2019,Madras - Lamb,1,$7.95,3
16057,07/31/2019,Lamb Biryani,1,$9.95,3
16057,07/31/2019,Lamb Tikka Chilli Masala,1,$8.95,3
16057,07/31/2019,Garlic Naan,1,$2.95,3
16056,07/30/2019,Paneer Tikka Sizzler,1,$9.95,4
16056,07/30/2019,Vindaloo Sauce,1,$3.95,4
16056,07/30/2019,Plain Rice,1,$2.95,4
16056,07/30/2019,French Fries,1,$3.95,4
16055,07/30/2019,Chicken Mysore,1,$9.95,3
16055,07/30/2019,Garlic Naan,3,$2.95,3
16055,07/30/2019,Lamb Chilli Garlic,1,$9.95,3
16054,07/30/2019,Aloo Chaat,1,$4.95,3
16054,07/30/2019,Tandoori Mixed Grill,1,$11.95,3
16054,07/30/2019,Tandoori Roti,1,$2.60,3
16053,07/30/2019,King Prawn Puree,1,$5.95,5
16053,07/30/2019,Plain Papadum,1,$0.80,5
16053,07/30/2019,Chicken Shashlick,1,$9.95,5
16053,07/30/2019,Bhindi Bhajee,1,$5.95,5
16053,07/30/2019,Dhansak Sauce,1,$3.95,5
16052,07/30/2019,Onion Bhajee,2,$3.95,4
16052,07/30/2019,Tarka Dall,1,$5.95,4
16052,07/30/2019,Saag Paneer,1,$5.95,4
16052,07/30/2019,Baingan Hari Mirch,1,$5.95,4
16051,07/30/2019,Madras - Chicken,1,$7.95,4
16051,07/30/2019,Lemon Rice,1,$3.95,4
16051,07/30/2019,Spicy Papadum,1,$0.80,4
16051,07/30/2019,French Fries,1,$3.95,4
16050,07/30/2019,Mint Sauce,1,$0.50,12
16050,07/30/2019,Lime Pickle,1,$0.50,12
16048,07/30/2019,Mango Chutney,2,$0.50,6
16047,07/30/2019,Red Sauce,1,$0.50,6
16043,07/30/2019,Onion Chutney,1,$0.50,8
16043,07/30/2019,Red Sauce,1,$0.50,8
16041,07/29/2019,Red Sauce,1,$0.50,6
16038,07/29/2019,Mango Chutney,1,$0.50,8
16033,07/29/2019,Mint Sauce,1,$0.50,6